method,target_fpir,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max,fallback_count_min,fallback_count_max,fallback_fraction_max,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
baseline,0.01,1,0,0.010629559045804034,0.010629559045804034,0.010629559045804034,0.0007943994836403357,0.0007943994836403357,0.0007943994836403357,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.05,1,0,0.05152953933101137,0.05152953933101137,0.05152953933101137,0.0036078976548665244,0.0036078976548665244,0.0036078976548665244,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.1,1,1,0.09752250772162713,0.09752250772162713,0.09752250772162713,0.008655644373831158,0.008655644373831158,0.008655644373831158,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.2,1,1,0.1946425050929881,0.1946425050929881,0.1946425050929881,0.021531536004501597,0.021531536004501597,0.021531536004501597,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.3,1,1,0.29121213116908723,0.29121213116908723,0.29121213116908723,0.034440527613657054,0.034440527613657054,0.034440527613657054,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.01,1,0,0.011073141880791221,0.011073141880791221,0.011073141880791221,0.0007281995266703076,0.0007281995266703076,0.0007281995266703076,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.05,1,0,0.050905237563251625,0.050905237563251625,0.050905237563251625,0.0037402975688065805,0.0037402975688065805,0.0037402975688065805,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.1,1,1,0.09860682131826247,0.09860682131826247,0.09860682131826247,0.009234893997318902,0.009234893997318902,0.009234893997318902,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.2,1,1,0.1942974962213314,0.1942974962213314,0.1942974962213314,0.02113433626268143,0.02113433626268143,0.02113433626268143,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.3,1,1,0.29137642110797135,0.29137642110797135,0.29137642110797135,0.03425847773198947,0.03425847773198947,0.03425847773198947,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.01,1,0,0.01055562857330617,0.01055562857330617,0.01055562857330617,0.0008440494513678566,0.0008440494513678566,0.0008440494513678566,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.05,1,0,0.051685614772951305,0.051685614772951305,0.051685614772951305,0.003872697482746636,0.003872697482746636,0.003872697482746636,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.1,1,1,0.09850003285798778,0.09850003285798778,0.09850003285798778,0.008837694255498733,0.008837694255498733,0.008837694255498733,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.2,1,1,0.19423178024577775,0.19423178024577775,0.19423178024577775,0.02146533604753157,0.02146533604753157,0.02146533604753157,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.3,1,1,0.29104784123020305,0.29104784123020305,0.29104784123020305,0.03445707760289956,0.03445707760289956,0.03445707760289956,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.01,1,0,0.010999211408293356,0.010999211408293356,0.010999211408293356,0.0006619995697002797,0.0006619995697002797,0.0006619995697002797,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.05,1,0,0.05109417099296839,0.05109417099296839,0.05109417099296839,0.0036575476225940455,0.0036575476225940455,0.0036575476225940455,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.1,1,1,0.09868075179076033,0.09868075179076033,0.09868075179076033,0.008903894212468762,0.008903894212468762,0.008903894212468762,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.2,1,1,0.19436321219688507,0.19436321219688507,0.19436321219688507,0.021117786273438924,0.021117786273438924,0.021117786273438924,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.3,1,1,0.291203916672143,0.291203916672143,0.291203916672143,0.03422537775350446,0.03422537775350446,0.03422537775350446,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
